612,320,1568
617,331,1552
631,333,1536
633,344,1523
637,345,1518
639,352,1509
640,357,1503
635,369,1496
628,367,1505
617,370,1513
610,360,1530
602,360,1538
594,362,1544
581,359,1560
579,340,1581
573,333,1594
575,325,1600
573,322,1605
581,305,1614
576,309,1615
578,307,1615
574,311,1615
577,312,1611
574,317,1609
576,318,1606
583,305,1612
594,306,1600
601,312,1587
612,315,1573
615,328,1557
626,330,1544
625,341,1534
627,340,1533
624,348,1528
621,351,1528
610,361,1529
601,359,1540
590,360,1550
587,344,1569
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
633,361,1506
627,363,1510
614,370,1516
603,367,1530
591,365,1544
587,348,1565
582,342,1576
583,335,1582
583,332,1585
588,325,1587
589,328,1583
596,323,1581
597,326,1577
602,322,1576
598,326,1576
601,322,1577
598,327,1575
603,326,1571
604,331,1565
610,332,1558
615,329,1556
624,330,1546
628,337,1535
636,339,1525
636,349,1515
644,350,1506
640,358,1502
639,356,1505
